subject,what_about,comments,gender,heard_of,hear_more,what_is_fixed,duration,dweck_sum_score,goal1,goal2,goal3,goal_wording,prompt_wording,dependent_measure,trial_type,version,goal_variable,goal_timeline,goal_impress,response,can_describe_fixed
50,how people think,It was interesting thanks,female,no,yes,,141924,19,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
50,how people think,It was interesting thanks,female,no,yes,,141924,19,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
50,how people think,It was interesting thanks,female,no,yes,,141924,19,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
50,how people think,It was interesting thanks,female,no,yes,,141924,19,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,2,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,6,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
51,very good experiment,Precious study,female,no,yes,,279996,14,showing your teacher that you have high math ability,improving at math,doing badly on this test,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
52,thoughts about whether or not someone can improve their intelligence,Thanks,female,no,yes,,209479,9,doing well on this test,improving at math,showing your teacher that you try at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
53,math,none,male,no,no,,123973,12,doing well on this test,showing your teacher that you try at math,showing your teacher that you have high math ability,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
54,This study is about how to improve my math ability,Thank you,male,no,yes,,205270,18,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,3,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,g,ability,ability,NA,for_me,0.59,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,g,test_bad,test,NA,for_me,0.01,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,g,show_effort,effort,NA,show,0.74,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,g,test_now,test,now,for_me,0.73,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,g,improve,improve,NA,for_me,0.88,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,g,show_ability,ability,NA,show,0.63,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,g,NA,NA,NA,NA,NA,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
55,study,none,female,no,no,,90842,10,NA,NA,NA,original,training,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,g,show_ability,ability,NA,show,0.93,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,g,test_now,test,now,for_me,0.59,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,g,test_bad,test,NA,for_me,0.13,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,g,ability,ability,NA,for_me,0.78,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,g,show_effort,effort,NA,show,0.89,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,g,improve,improve,NA,for_me,0.79,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,g,NA,NA,NA,NA,NA,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
56,opinion on intelligence,,female,no,yes,,137370,16,NA,NA,NA,original,training,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,5,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
57,i dont now,very god tusk,male,no,yes,,241554,16,improving at math,doing well on future tests,showing your teacher that you have high math ability,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,0.69,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,0.88,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.32,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,0.69,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.62,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.82,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.7,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
58,views on intelligence,Interesting survey ,female,no,yes,,115531,15,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0.71,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,0.29,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,0.59,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,0.28,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,0.1,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,0.11,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,0.13,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,6,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,6,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,1,yes
59,To see how one can learn more by working hard,,male,yes,no,A fixed mindset is one that believes their mindset cannot be changed,74500,24,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,1,yes
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
60,Attitudes towards math learning,,male,no,yes,,182745,12,doing well on the upcoming test,being good at math,showing your teacher that you try at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,g,test_now,test,now,for_me,1,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,g,improve,improve,NA,for_me,1,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,g,show_effort,effort,NA,show,1,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,g,ability,ability,NA,for_me,1,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,g,show_ability,ability,NA,show,1,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,g,test_future,test,future,for_me,1,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,g,test_bad,test,NA,for_me,0,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,1,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,6,no
61,How we perceive intelligence,Would really like to know what this experiment was about,female,no,yes,,151141,4,NA,NA,NA,achieve,orignal,original,d,You can always substantially change how intelligent you are,NA,NA,NA,6,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,g,NA,NA,NA,NA,NA,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,3,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,no
62,learning abilities,,female,no,yes,,105940,15,doing well on this test,being good at math,showing your teacher that you try at math,value,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,1,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,6,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,1,no
63,,,female,no,,,73388,24,showing your teacher that you have high math ability,doing well on this test,doing well on future tests,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,6,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,no
64,Improving skills,-,male,no,yes,,207500,12,doing well on the upcoming test,being good at math,showing your teacher that you have high math ability,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,3,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,yes
65,reasoning,,female,yes,no,intelligence is static,153355,14,improving at math,doing well on this test,being good at math,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,yes
