entity1,entity2,increm1,increm2,theoryType,ability,effort,difficulty,response,practice0,practice6,practice10,sanity0,sanity1,workerID,gender,heardOf
2,3,3,4,performance,low,medium,difficult,0.21,0.0,0.6,1.0,0.0,1.0,126,male,no
1,3,4,6,performance,low,medium,easy,0.34,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,performance,low,medium,difficult,0.09,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,performance,high,low,easy,0.86,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,performance,low,high,easy,0.47,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,performance,low,low,easy,0,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,performance,high,low,difficult,0.75,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,improvement,low,medium,difficult,0.12,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,improvement,low,low,difficult,0,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,improvement,high,low,difficult,0,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,improvement,low,high,difficult,0.28,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,improvement,low,low,easy,0,0.0,0.61,1.0,0.0,0.92,127,female,no
1,3,4,6,improvement,high,medium,easy,0.5,0.0,0.61,1.0,0.0,0.92,127,female,no
3,4,3,4,performance,high,medium,difficult,0.65,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,performance,low,medium,difficult,0.33,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,performance,low,low,difficult,0,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,performance,low,high,easy,0.99,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,performance,high,low,difficult,0.47,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,performance,high,medium,easy,0.71,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,improvement,low,low,difficult,0,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,improvement,low,high,difficult,0.85,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,improvement,low,low,easy,0,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,improvement,high,low,easy,0.15,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,improvement,low,medium,difficult,0.56,0.0,0.57,1.0,0.0,1.0,128,male,no
3,4,3,4,improvement,high,medium,difficult,0.54,0.0,0.57,1.0,0.0,1.0,128,male,no
4,4,3,3,improvement,low,high,easy,0.77,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,improvement,low,high,difficult,0.63,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,improvement,low,low,easy,0.15,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,improvement,high,low,easy,0,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,improvement,high,high,difficult,0.72,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,improvement,high,medium,easy,0,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,performance,low,medium,easy,0.62,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,performance,high,medium,difficult,0.74,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,performance,high,low,difficult,0.28,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,performance,low,low,easy,0.14,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,performance,low,high,difficult,0.31,0.0,0.61,1.0,0.0,1.0,129,female,yes
4,4,3,3,performance,low,high,easy,0.61,0.0,0.61,1.0,0.0,1.0,129,female,yes
5,5,4,4,performance,low,high,difficult,0.77,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,performance,high,high,easy,1,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,performance,high,medium,easy,1,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,performance,low,medium,easy,0.87,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,performance,high,high,difficult,1,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,performance,high,low,difficult,0.85,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,improvement,high,low,difficult,0.79,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,improvement,high,medium,difficult,0.85,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,improvement,high,medium,easy,0.84,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,improvement,low,medium,easy,0.84,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,improvement,low,high,difficult,1,0.0,0.57,1.0,0.0,1.0,130,female,yes
5,5,4,4,improvement,low,high,easy,0.83,0.0,0.57,1.0,0.0,1.0,130,female,yes
3,4,3,3,improvement,low,medium,difficult,0.25,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,improvement,high,medium,difficult,0.58,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,improvement,high,high,difficult,0.66,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,improvement,high,low,easy,0,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,improvement,high,medium,easy,0.08,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,improvement,low,high,difficult,0.25,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,performance,low,high,easy,0.9,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,performance,high,medium,difficult,0.73,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,performance,high,high,difficult,0.84,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,performance,high,high,easy,0.9,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,performance,high,low,difficult,0.68,0.0,0.61,1.0,0.0,1.0,131,male,no
3,4,3,3,performance,low,low,difficult,0.44,0.0,0.61,1.0,0.0,1.0,131,male,no
3,3,5,4,improvement,high,low,difficult,0.14,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,improvement,high,high,easy,0.5,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,improvement,low,high,easy,0.63,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,improvement,low,low,easy,0.02,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,improvement,low,medium,easy,0.5,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,improvement,high,high,difficult,0.99,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,performance,high,high,easy,0.72,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,performance,high,low,easy,0.89,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,performance,low,high,difficult,0.55,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,performance,low,medium,difficult,0.37,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,performance,high,medium,easy,0.86,0.0,0.56,1.0,0.0,1.0,132,female,no
3,3,5,4,performance,low,low,easy,0.43,0.0,0.56,1.0,0.0,1.0,132,female,no
1,1,6,6,improvement,low,low,easy,0,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,improvement,low,medium,difficult,0.66,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,improvement,high,medium,difficult,0.68,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,improvement,high,medium,easy,0,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,improvement,low,medium,easy,0,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,improvement,high,low,easy,0,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,performance,high,high,easy,1,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,performance,high,high,difficult,0.88,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,performance,low,low,easy,0.09,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,performance,low,medium,difficult,0.12,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,performance,high,medium,easy,0.84,0.0,0.56,0.96,0.03,0.97,133,female,no
1,1,6,6,performance,low,low,difficult,0.04,0.0,0.56,0.96,0.03,0.97,133,female,no
1,2,5,6,performance,low,medium,easy,0.62,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,performance,low,medium,difficult,0.32,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,performance,high,high,difficult,0.92,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,performance,high,medium,difficult,0.76,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,performance,high,medium,easy,0.93,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,performance,low,high,difficult,0.39,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,improvement,low,medium,easy,0.38,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,improvement,low,low,easy,0.34,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,improvement,high,low,easy,0.06,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,improvement,high,low,difficult,0.13,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,improvement,low,high,difficult,0.87,0.0,0.6,1.0,0.0,1.0,134,male,no
1,2,5,6,improvement,low,low,difficult,0.21,0.0,0.6,1.0,0.0,1.0,134,male,no
3,3,4,4,performance,high,low,easy,0.89,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,performance,high,high,difficult,1,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,performance,high,medium,difficult,0.79,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,performance,high,high,easy,1,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,performance,low,medium,easy,0.39,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,performance,low,low,difficult,0.06,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,improvement,low,medium,easy,0.2,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,improvement,high,low,easy,0,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,improvement,low,high,difficult,0.65,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,improvement,low,medium,difficult,0.61,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,improvement,high,medium,easy,0,0.0,0.63,1.0,0.0,1.0,135,male,no
3,3,4,4,improvement,high,high,easy,0.13,0.0,0.63,1.0,0.0,1.0,135,male,no
3,2,4,4,improvement,high,medium,easy,0.31,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,improvement,high,low,difficult,0.34,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,improvement,high,high,easy,0.52,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,improvement,high,high,difficult,0.85,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,improvement,low,medium,easy,0.5,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,improvement,low,medium,difficult,0.74,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,performance,low,medium,easy,0.7,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,performance,high,low,easy,0.88,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,performance,high,high,difficult,0.87,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,performance,low,medium,difficult,0.6,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,performance,low,high,easy,0.37,0.0,0.62,1.0,0.0,1.0,136,female,no
3,2,4,4,performance,high,medium,easy,0.69,0.0,0.62,1.0,0.0,1.0,136,female,no
4,4,2,3,improvement,low,low,difficult,0.05,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,improvement,high,high,easy,1,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,improvement,high,low,easy,0.11,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,improvement,low,medium,easy,0.18,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,improvement,high,medium,easy,0.27,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,improvement,high,medium,difficult,0.77,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,performance,high,high,difficult,0.84,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,performance,high,medium,easy,0.51,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,performance,low,low,easy,0.15,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,performance,high,low,difficult,0.63,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,performance,high,medium,difficult,0.77,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,2,3,performance,high,low,easy,0.17,0.0,0.57,1.0,0.0,1.0,137,male,no
4,4,3,3,improvement,low,high,easy,0.31,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,improvement,low,medium,difficult,0.5,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,improvement,high,medium,difficult,0.6,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,improvement,high,high,difficult,0.27,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,improvement,high,low,easy,0,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,improvement,low,low,easy,0,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,performance,low,high,difficult,0.62,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,performance,low,medium,easy,0.77,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,performance,low,medium,difficult,0.5,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,performance,high,low,easy,0.81,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,performance,high,medium,easy,0.85,0.0,0.63,1.0,0.0,1.0,138,male,no
4,4,3,3,performance,high,high,easy,1,0.0,0.63,1.0,0.0,1.0,138,male,no
4,2,2,3,performance,high,high,easy,0.68,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,performance,low,medium,easy,0.41,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,performance,high,high,difficult,0.64,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,performance,low,high,easy,0.43,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,performance,low,low,difficult,0.11,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,performance,high,medium,easy,0.67,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,improvement,high,medium,easy,0.75,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,improvement,high,high,difficult,0.7,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,improvement,low,high,easy,0.64,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,improvement,high,low,easy,0.57,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,improvement,high,low,difficult,0.65,0.0,0.66,1.0,0.31,0.98,139,male,no
4,2,2,3,improvement,high,medium,difficult,0.58,0.0,0.66,1.0,0.31,0.98,139,male,no
3,4,4,5,performance,high,medium,easy,0.77,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,performance,high,low,difficult,0.5,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,performance,high,low,easy,0.5,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,performance,low,low,difficult,0.08,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,performance,high,medium,difficult,0.74,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,performance,low,medium,easy,0.5,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,improvement,high,high,difficult,1,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,improvement,high,high,easy,0.98,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,improvement,high,low,easy,0.01,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,improvement,low,low,difficult,0.01,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,improvement,low,medium,easy,0.98,0.0,0.57,1.0,0.0,1.0,140,male,no
3,4,4,5,improvement,high,medium,difficult,0.97,0.0,0.57,1.0,0.0,1.0,140,male,no
3,2,5,5,performance,low,medium,easy,0.48,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,performance,low,high,easy,0.24,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,performance,high,medium,easy,0.32,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,performance,low,high,difficult,0.17,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,performance,high,medium,difficult,0.14,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,performance,low,low,easy,0.29,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,improvement,high,medium,easy,0.66,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,improvement,low,low,difficult,0,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,improvement,low,medium,easy,0.6,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,improvement,low,high,easy,0.59,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,improvement,high,low,difficult,0.25,0.0,0.65,1.0,0.0,0.11,141,female,no
3,2,5,5,improvement,high,high,easy,0.67,0.0,0.65,1.0,0.0,0.11,141,female,no
2,3,4,4,improvement,high,medium,easy,0.51,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,improvement,high,low,easy,0,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,improvement,low,high,difficult,0.88,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,improvement,high,low,difficult,0,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,improvement,low,low,difficult,0.1,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,improvement,high,high,difficult,0.5,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,performance,low,high,difficult,0.37,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,performance,high,medium,easy,0.88,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,performance,low,medium,easy,0.72,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,performance,low,high,easy,0.87,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,performance,high,medium,difficult,0.7,0.0,0.58,1.0,0.02,0.98,142,male,no
2,3,4,4,performance,high,high,easy,0.93,0.0,0.58,1.0,0.02,0.98,142,male,no
2,2,5,5,performance,low,high,difficult,0.33,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,performance,high,high,difficult,0.93,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,performance,high,low,difficult,0.63,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,performance,high,high,easy,1,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,performance,high,medium,difficult,0.82,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,performance,high,medium,easy,0.82,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,improvement,high,high,difficult,0.58,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,improvement,high,medium,difficult,0.72,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,improvement,high,high,easy,0.13,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,improvement,high,low,difficult,0.79,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,improvement,low,medium,easy,0.67,0.0,0.63,1.0,0.0,1.0,143,male,no
2,2,5,5,improvement,high,medium,easy,0.41,0.0,0.63,1.0,0.0,1.0,143,male,no
3,3,5,5,performance,high,low,easy,0.83,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,performance,low,medium,easy,0.59,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,performance,low,high,easy,0.79,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,performance,low,high,difficult,0.65,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,performance,high,low,difficult,0.69,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,performance,low,low,difficult,0.2,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,improvement,low,low,easy,0.11,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,improvement,high,medium,easy,0.24,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,improvement,low,low,difficult,0.27,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,improvement,low,medium,easy,0.21,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,improvement,low,high,difficult,0.74,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,improvement,high,low,difficult,0.35,0.01,0.61,0.95,0.01,0.93,144,male,no
3,3,5,5,improvement,low,high,difficult,0.82,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,improvement,high,medium,difficult,0.49,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,improvement,high,high,difficult,0.22,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,improvement,low,high,easy,0.36,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,improvement,low,low,difficult,0,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,improvement,high,low,easy,0,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,performance,low,medium,easy,0.67,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,performance,low,high,difficult,0.85,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,performance,high,medium,easy,0.93,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,performance,high,low,difficult,0.75,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,performance,low,low,easy,0.16,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,5,5,performance,low,medium,difficult,0.67,0.0,0.3,1.0,0.0,1.0,145,male,no
3,3,4,4,performance,high,medium,easy,0.82,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,performance,high,medium,difficult,0.75,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,performance,low,high,easy,0.65,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,performance,high,low,difficult,0.45,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,performance,high,high,difficult,1,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,performance,low,low,difficult,0.06,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,improvement,low,medium,easy,0.61,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,improvement,low,low,difficult,0,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,improvement,high,low,easy,0.37,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,improvement,high,high,easy,0.51,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,improvement,high,medium,easy,0.43,0.0,0.65,1.0,0.0,1.0,146,male,no
3,3,4,4,improvement,low,medium,difficult,0.33,0.0,0.65,1.0,0.0,1.0,146,male,no
1,1,5,5,performance,low,high,easy,0.55,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,performance,low,low,easy,0.32,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,performance,high,high,easy,0.96,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,performance,low,low,difficult,0.07,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,performance,low,medium,easy,0.17,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,performance,high,medium,easy,0.84,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,improvement,low,medium,difficult,0.59,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,improvement,high,low,difficult,0.04,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,improvement,low,low,difficult,0.04,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,improvement,high,medium,easy,0.05,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,improvement,low,high,easy,0.27,0.0,0.61,1.0,0.0,1.0,147,male,no
1,1,5,5,improvement,low,low,easy,0.03,0.0,0.61,1.0,0.0,1.0,147,male,no
2,3,5,6,improvement,low,medium,difficult,0.07,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,improvement,low,high,difficult,0.79,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,improvement,high,high,easy,0.99,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,improvement,high,medium,difficult,0.37,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,improvement,low,low,easy,0.35,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,improvement,high,low,easy,0.01,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,performance,low,low,easy,0.42,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,performance,high,high,easy,0.95,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,performance,high,medium,difficult,0.56,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,performance,high,low,easy,0.65,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,performance,low,low,difficult,0.09,0.01,0.7,0.99,0.01,0.97,148,male,no
2,3,5,6,performance,low,high,difficult,0.41,0.01,0.7,0.99,0.01,0.97,148,male,no
2,2,5,5,improvement,high,low,easy,0,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,improvement,low,low,easy,0,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,improvement,high,high,difficult,0.81,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,improvement,high,medium,easy,0.54,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,improvement,high,high,easy,0.56,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,improvement,low,high,difficult,0.97,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,performance,high,high,easy,1,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,performance,low,high,easy,1,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,performance,low,high,difficult,0.81,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,performance,high,low,easy,0.85,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,performance,high,high,difficult,1,0.0,0.63,1.0,0.0,1.0,149,male,no
2,2,5,5,performance,low,medium,easy,0.63,0.0,0.63,1.0,0.0,1.0,149,male,no
1,1,1,6,improvement,low,low,easy,0,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,improvement,low,high,easy,0.76,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,improvement,low,medium,difficult,0.56,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,improvement,high,high,difficult,0.96,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,improvement,high,high,easy,1,0.0,0.66,0.95,0.0,1.0,150,male,no
1,1,1,6,improvement,high,low,difficult,0.01,0.0,0.66,0.95,0.0,1.0,150,male,no
